Solving ODE "hull1972a3" with dt 0.010000, final time 5.000000 and system size 1.
      TSAdapt glee glee 0:35 step   0 accepted t=0          + 1.000e-02 dt=1.000e-01  wlte=1.44e-06  wltea=2.89e-06 wlter=2.86e-06
      TSAdapt glee glee 0:35 step   1 accepted t=0.01       + 1.000e-01 dt=2.296e-01  wlte=0.0112  wltea=0.0236 wlter=0.0212
      TSAdapt glee glee 0:35 step   2 accepted t=0.11       + 2.296e-01 dt=3.604e-01  wlte=0.0451  wltea=0.108 wlter=0.0774
      TSAdapt glee glee 0:35 step   3 rejected t=0.33956    + 3.604e-01 dt=1.899e-01  wlte= 2.93  wltea= 8.52 wlter= 4.47
      TSAdapt glee glee 0:35 step   3 accepted t=0.33956    + 1.899e-01 dt=2.195e-01  wlte=0.138  wltea=0.367 wlter=0.222
      TSAdapt glee glee 0:35 step   4 rejected t=0.529423   + 2.195e-01 dt=1.604e-01  wlte=0.773  wltea=  2.3 wlter= 1.16
      TSAdapt glee glee 0:35 step   4 accepted t=0.529423   + 1.604e-01 dt=1.473e-01  wlte=0.319  wltea=0.923 wlter=0.488
      TSAdapt glee glee 0:35 step  10 rejected t=0.761515   + 7.706e-10 dt=6.935e-10  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  10 rejected t=0.761515   + 6.935e-10 dt=6.242e-10  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  10 accepted t=0.761515   + 6.242e-10 dt=5.618e-10  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  11 rejected t=0.761515   + 5.618e-10 dt=5.056e-10  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  11 rejected t=0.761515   + 5.056e-10 dt=4.550e-10  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  11 rejected t=0.761515   + 4.550e-10 dt=4.095e-10  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  11 rejected t=0.761515   + 4.095e-10 dt=3.686e-10  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  11 rejected t=0.761515   + 3.686e-10 dt=3.317e-10  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  11 rejected t=0.761515   + 3.317e-10 dt=2.985e-10  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  11 rejected t=0.761515   + 2.985e-10 dt=2.687e-10  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  11 rejected t=0.761515   + 2.687e-10 dt=2.418e-10  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  11 rejected t=0.761515   + 2.418e-10 dt=2.176e-10  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  11 rejected t=0.761515   + 2.176e-10 dt=1.959e-10  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  11 rejected t=0.761515   + 1.959e-10 dt=1.763e-10  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  11 rejected t=0.761515   + 1.763e-10 dt=1.587e-10  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  11 rejected t=0.761515   + 1.587e-10 dt=1.428e-10  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  11 rejected t=0.761515   + 1.428e-10 dt=1.285e-10  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  11 rejected t=0.761515   + 1.285e-10 dt=1.157e-10  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  11 rejected t=0.761515   + 1.157e-10 dt=1.041e-10  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  11 rejected t=0.761515   + 1.041e-10 dt=9.369e-11  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  11 rejected t=0.761515   + 9.369e-11 dt=8.432e-11  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  11 rejected t=0.761515   + 8.432e-11 dt=7.589e-11  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  11 rejected t=0.761515   + 7.589e-11 dt=6.830e-11  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  11 rejected t=0.761515   + 6.830e-11 dt=6.147e-11  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  11 accepted t=0.761515   + 6.147e-11 dt=5.532e-11  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  12 rejected t=0.761515   + 5.532e-11 dt=4.979e-11  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  12 rejected t=0.761515   + 4.979e-11 dt=4.481e-11  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  12 rejected t=0.761515   + 4.481e-11 dt=4.033e-11  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  12 rejected t=0.761515   + 4.033e-11 dt=3.630e-11  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  12 rejected t=0.761515   + 3.630e-11 dt=3.267e-11  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  12 rejected t=0.761515   + 3.267e-11 dt=2.940e-11  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  12 rejected t=0.761515   + 2.940e-11 dt=2.646e-11  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  12 rejected t=0.761515   + 2.646e-11 dt=2.381e-11  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  12 rejected t=0.761515   + 2.381e-11 dt=2.143e-11  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  12 rejected t=0.761515   + 2.143e-11 dt=1.929e-11  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  12 rejected t=0.761515   + 1.929e-11 dt=1.736e-11  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  12 rejected t=0.761515   + 1.736e-11 dt=1.562e-11  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  12 rejected t=0.761515   + 1.562e-11 dt=1.406e-11  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  12 rejected t=0.761515   + 1.406e-11 dt=1.266e-11  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  12 rejected t=0.761515   + 1.266e-11 dt=1.139e-11  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  12 rejected t=0.761515   + 1.139e-11 dt=1.025e-11  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  12 rejected t=0.761515   + 1.025e-11 dt=9.226e-12  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  12 rejected t=0.761515   + 9.226e-12 dt=8.303e-12  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  12 rejected t=0.761515   + 8.303e-12 dt=7.473e-12  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  12 rejected t=0.761515   + 7.473e-12 dt=6.726e-12  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  12 rejected t=0.761515   + 6.726e-12 dt=6.053e-12  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  12 rejected t=0.761515   + 6.053e-12 dt=5.448e-12  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  12 rejected t=0.761515   + 5.448e-12 dt=4.903e-12  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  12 rejected t=0.761515   + 4.903e-12 dt=4.413e-12  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  12 rejected t=0.761515   + 4.413e-12 dt=3.971e-12  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  12 rejected t=0.761515   + 3.971e-12 dt=3.574e-12  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  12 rejected t=0.761515   + 3.574e-12 dt=3.217e-12  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  12 rejected t=0.761515   + 3.217e-12 dt=2.895e-12  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  12 accepted t=0.761515   + 2.895e-12 dt=2.606e-12  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  13 rejected t=0.761515   + 2.606e-12 dt=2.345e-12  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  13 rejected t=0.761515   + 2.345e-12 dt=2.111e-12  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  13 accepted t=0.761515   + 2.111e-12 dt=1.900e-12  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  14 accepted t=0.761515   + 1.900e-12 dt=1.710e-12  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  15 rejected t=0.761515   + 1.710e-12 dt=1.539e-12  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  15 rejected t=0.761515   + 1.539e-12 dt=1.385e-12  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  15 rejected t=0.761515   + 1.385e-12 dt=1.246e-12  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  15 accepted t=0.761515   + 1.246e-12 dt=1.122e-12  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  16 rejected t=0.761515   + 1.122e-12 dt=1.009e-12  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  16 accepted t=0.761515   + 1.009e-12 dt=9.085e-13  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  17 accepted t=0.761515   + 9.085e-13 dt=8.177e-13  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  18 accepted t=0.761515   + 8.177e-13 dt=7.359e-13  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  19 accepted t=0.761515   + 7.359e-13 dt=6.623e-13  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  20 accepted t=0.761515   + 6.623e-13 dt=5.961e-13  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  21 accepted t=0.761515   + 5.961e-13 dt=5.365e-13  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  22 accepted t=0.761515   + 5.365e-13 dt=4.828e-13  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  23 accepted t=0.761515   + 4.828e-13 dt=4.345e-13  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  24 accepted t=0.761515   + 4.345e-13 dt=3.911e-13  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  25 accepted t=0.761515   + 3.911e-13 dt=3.520e-13  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  26 accepted t=0.761515   + 3.520e-13 dt=3.168e-13  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  27 accepted t=0.761515   + 3.168e-13 dt=2.851e-13  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  28 accepted t=0.761515   + 2.851e-13 dt=2.566e-13  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  29 accepted t=0.761515   + 2.566e-13 dt=2.309e-13  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  30 accepted t=0.761515   + 2.309e-13 dt=2.078e-13  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  31 accepted t=0.761515   + 2.078e-13 dt=1.871e-13  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  32 accepted t=0.761515   + 1.871e-13 dt=1.684e-13  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  33 accepted t=0.761515   + 1.684e-13 dt=1.515e-13  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  34 accepted t=0.761515   + 1.515e-13 dt=1.364e-13  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  35 accepted t=0.761515   + 1.364e-13 dt=1.227e-13  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  36 accepted t=0.761515   + 1.227e-13 dt=1.105e-13  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  37 accepted t=0.761515   + 1.105e-13 dt=9.941e-14  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  38 accepted t=0.761515   + 9.941e-14 dt=8.947e-14  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  39 accepted t=0.761515   + 8.947e-14 dt=8.052e-14  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  40 accepted t=0.761515   + 8.052e-14 dt=7.247e-14  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  41 accepted t=0.761515   + 7.247e-14 dt=6.522e-14  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  42 accepted t=0.761515   + 6.522e-14 dt=5.870e-14  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  43 accepted t=0.761515   + 5.870e-14 dt=5.283e-14  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  44 accepted t=0.761515   + 5.283e-14 dt=4.755e-14  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  45 accepted t=0.761515   + 4.755e-14 dt=4.279e-14  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  46 accepted t=0.761515   + 4.279e-14 dt=3.851e-14  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  47 accepted t=0.761515   + 3.851e-14 dt=3.466e-14  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  48 accepted t=0.761515   + 3.466e-14 dt=3.120e-14  wlte=0.334  wltea=    1 wlter=0.502
      TSAdapt glee glee 0:35 step  49 accepted t=0.761515   + 3.120e-14 dt=2.808e-14  wlte=0.334  wltea=    1 wlter=0.502
Estimated Error = 1.000000E-04.
Note: There is a difference between the prescribed final time 5. and the actual final time, 0.761515.
Error           = 7.818286E-05.
